#,Nombre Requisito,Fed - Estatal - Municipal,Ley - reglamento,Nombre,Artículo,Fracción y/o Inciso
0,No aplica,No disponible,No aplica,No aplica,No aplica,No aplica
1225,Identificación oficial vigente (si es casado(a) incluir la identificación oficial del cónyuge).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1226,Identificación oficial vigente (si es casado(a) incluir la identificación oficial del cónyuge).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1227,Identificación oficial vigente (si es casado(a) incluir la identificación oficial del cónyuge).,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1228,Identificación oficial vigente.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1229,Identificación oficial vigente.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1230,"Para el trámite que solicita es indispensable acudir la(s) persona(s) interesadas(s) y cumplir con los siguientes requisitos:
 Que la propiedad esté al nombre del solicitante.",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1231,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial la cual debe acompañar de la siguiente papelería:
 Acta de nacimiento (si es casado(a) incluir el acta de nacimiento del cónyuge).",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1232,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial la cual debe acompañar de la siguiente papelería:
 Acta de nacimiento (si es casado(a) incluir el acta de nacimiento del cónyuge).",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1233,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial, la cual debe acompañar de la siguiente papelería:.",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1234,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial, la cual debe acompañar de la siguiente papelería:
 Acta de nacimiento.",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1235,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial, la cual debe acompañar de la siguiente papelería:
 Acta de nacimiento.",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1236,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial, la cual debe acompañar de la siguiente papelería:
 Acta de nacimiento.",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1237,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial, la cual debe acompañar de la siguiente papelería:
 Acta de nacimiento (si es casado(a) incluir el acta de nacimiento del cónyuge).",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1238,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial, la cual debe acompañar de la siguiente papelería:
 Acta de nacimiento (si es casado(a) incluir el acta de nacimiento del cónyuge).",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1239,"Pedir y llenar una solicitud de tarifa única especial en la oficina de Impuesto Predial, la cual debe acompañar de la siguiente papelería:
 Acta de nacimiento de la solicitante y del cónyuge finado.",Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1240,Sentencia de divorcio.,Estatal,Ley,Ley de Hacienda para los Municipios del Estado de Nuevo León.,21 bis 9,No aplica
1241,Comprobante de Domicilio.,Municipal,Reglamento,"Reglamento de Participación Ciudadana del Municipio de Monterrey, Nuevo León.",42,No aplica
1242,"Escrito dirigido a la Dirección de Participación Ciudadana con lo siguiente:
 Indicar claramente que desean constituirse como mesa directiva
 Fecha y hora en que se celebrará su asamblea a fin de que se certifique
 Colonia(s) por conformar.",Municipal,Reglamento,"Reglamento de Participación Ciudadana del Municipio de Monterrey, Nuevo León.",42,No aplica
1243,Identificación oficial.,Municipal,Reglamento,"Reglamento de Participación Ciudadana del Municipio de Monterrey, Nuevo León.",42,No aplica
1244,Identificación oficial vigente del solicitante.,Municipal,Reglamento,"Reglamento de Participación Ciudadana del Municipio de Monterrey, Nuevo León.",222,a
1245,Plano donde se instalará el mecanismo de control.,Municipal,Reglamento,"Reglamento para Regular el Acceso Vial y Mejorar la Seguridad de los Vecinos en el Municipio de Monterrey, Nuevo León.",6,V
1246,Comprobante de propiedad o posesión de cada vecino.,Municipal,Reglamento,"Reglamento para Regular el Acceso Vial y Mejorar la Seguridad de los Vecinos en el Municipio de Monterrey, Nuevo León.",6,VI
1247,Dictamen de la Secretaria de Desarrollo Urbano y Ecología.,Municipal,Reglamento,"Reglamento para Regular el Acceso Vial y Mejorar la Seguridad de los Vecinos en el Municipio de Monterrey, Nuevo León.",6,"VIII,  A"
1248,Dictamen de la Dirección de Protección Civil del municipio de Monterrey.,Municipal,Reglamento,"Reglamento para Regular el Acceso Vial y Mejorar la Seguridad de los Vecinos en el Municipio de Monterrey, Nuevo León.",6,"VIII,  C"
1249,Dictamen de la Dirección de Patrimonio.,Municipal,Reglamento,"Reglamento para Regular el Acceso Vial y Mejorar la Seguridad de los Vecinos en el Municipio de Monterrey, Nuevo León.",6,"VIII,  D"
1250,Dictamen de la Secretaría de Servicios Públicos.,Municipal,Reglamento,"Reglamento para Regular el Acceso Vial y Mejorar la Seguridad de los Vecinos en el Municipio de Monterrey, Nuevo León.",6,"VIII,  E"
1251,"Escrito firmado por el 85% de los propietarios o poseedores, nombres y apellidos completos, firmas autógrafas, copia de identificación oficial, mencionando:
 Especificación de vías a restringir
 Exposición de motivos de la restricción temporal
 Propuesta de mecanismo de tipo de control de acceso
 Proyecto de reglamento
 Expresar anticipadamente el compromiso para el retiro voluntario de los mecanismos de control una vez terminada la vigencia (si se autorizaré)
 Designación de un representante común para oír y recibir notificaciones.",Municipal,Reglamento,"Reglamento para Regular el Acceso Vial y Mejorar la Seguridad de los Vecinos en el Municipio de Monterrey, Nuevo León.",6,No aplica
1252,CEDULA DEL REPRESENTANTE TECNICO.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,IX
1253,COPIA DE LA ESCRITURA CONSTITUTIVA Y SUS MODIFICACIONES.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll
1254,ACTA DE NACIMIENTO).,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1255,ACTUALIZADO.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1256,ANEXAR FOTOGRAFIAS DE LA EMPRESA.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1257,CARTA DE NO ESTAR EN LOS SUPUESTOS DE LAS LEYES DE OBRA PUBLICA.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1258,CARTA DONDE SE DESIGNE AL REPRESENTANTE TÉCNICO (ING Y/O ARQ).,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1259,COMPROBANTE DEL ULTIMO PAGO.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1260,"COPIA DE AVISO DE INSCRIPCIÓN EN LA SHCP, CON DOMICILIO ACTUALIZADO.",Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1261,"COPIA DE COMPROBANTE DE DOMICILIO FISCAL (AGUA, LUZ, TELEFONO O GAS).",Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1262,COPIA DE IDENTIFICACIÓN CON FOTO Y FIRMA DEL REPRESENTANTE LEGAL.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1263,COPIA DE LA CÉDULA DEL CONTADOR.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1264,COPIA DE LA CÉDULA FISCAL CON HOLOGRAMA QR.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1265,COPIA DE LA DECLARACIÓN FISCAL ANUAL DEL EJERCICIO INMEDIATO ANTERIOR.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1266,COPIA DE LOS COMPROBANTES ACTUALIZADOS EN EL CUMPLIMIENTO DE SUS.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1267,COPIA DE REGISTRO DE INFONAVIT CON DOMICILIO ACTUALIZADO O.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1268,COPIA DEL PODER DEL REPRESENTANTE LEGAL.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1269,"COPIA DEL REGISTRO PATRONAL DEL IMSS, CON DOMICILIO ACTUALIZADO.",Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1270,COPIA DEL ULTIMO ESTADO FINANCIERO AUDITADO POR EL CONTADOR PÚBLICO.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1271,CORRESPONDA.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1272,CURRICULUM DE LA EMPRESA CON DESGLOSE DE OBRAS REALIZADAS Y.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1273,CÚRRICULUM DEL REPRESENTANTE TÉCNICO CON DESGLOSE DE OBRAS.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1274,"EN SU CASO, COPIA DEL REGISTRO ACTUALIZADO DE LA CÁMARA QUE LE.",Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1275,"IDENTIFICACIÓN CON FOTO Y FIRMA EN CASO DE PERSONAS FÍSICAS (CURP,.",Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1276,INDEPENDIENTE.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1277,LISTADO DE MAQUINARIA Y EQUIPO PROPIO.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1278,"NOMINA) Y FEDERAL (ISR, IVA E IETU).",Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1279,"OBLIGACIONES FISCALES: MUNICIPAL (PREDIAL), ESTATAL ISN (IMPUESTO SOBRE.",Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1280,REALIZADAS Y ACTUALIZADO.,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1281,VIGENTES (SE ANEXA FORMATO).,Estatal,Ley,Ley de Obras Públicas para el Estado y Municipios de Nuevo León.,23 BIS 3,lll al XII
1282,"Escrito libre original que contenga
 Fecha del evento
 Descripción del evento
 Horario.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,83,ll
1283,Formato.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,83,ll
1284,"Escrito libre original que contenga
 Fecha del evento
 Descripción del evento
 Asistencia aproximada
 Espacio requerido
 Horario
 Parque de su preferencia.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,83,ll
1285,Identificación oficial con fotografía del apoderado que realice el trámite (en su caso.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,16,I
1286,Identificación oficial con fotografía del solicitante.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,16,I
1287,Constancia de situación fiscal (RFC).,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,16,III
1288,Comprobante de domicilio del solicitante.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,16,IV
1289,Refrendo vehicular actualizado de los vehículos recolectores a autorizar.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,16,IX
1290,Tarjeta de circulación vigente de los vehículos recolectores a autorizar.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,16,IX
1291,"Autorización o documentación del relleno sanitario que acredite el registro de las unidades recolectoras a autorizar, para la disposición final de los residuos.",Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,16,V
